,,,,name_handle,,subscribers,1 post reach,citation index
53 727,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,21.8k,1 030.5,#70
21.8k,,drop,,#VALUE!,,1 post reach,citation index,Сталингулаг536 306 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 030.5,#70,536 306
1 030.5,,drop,,#VALUE!,,citation index,Сталингулаг536 306 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#70,536 306,290.1k
#70,,drop,,#VALUE!,,Сталингулаг536 306 subscribersPolitics,subscribers,1 post reach
Сталингулаг536 306 subscribersPolitics,https://tgstat.ru/en/channel/@stalin_gulag/stat,https://tgstat.ru/en/channel/,stalin_gulag/stat,stalin_gulag,stat,536 306,290.1k,1 022.7
536 306,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,290.1k,1 022.7,#71
290.1k,,drop,,#VALUE!,,1 post reach,citation index,АДЕКВАТ Z184 455 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 022.7,#71,184 455
1 022.7,,drop,,#VALUE!,,citation index,АДЕКВАТ Z184 455 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#71,184 455,86.3k
#71,,drop,,#VALUE!,,АДЕКВАТ Z184 455 subscribersPolitics,subscribers,1 post reach
АДЕКВАТ Z184 455 subscribersPolitics,https://tgstat.ru/en/channel/@politadequate/stat,https://tgstat.ru/en/channel/,politadequate/stat,politadequate,stat,184 455,86.3k,1 022.3
184 455,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,86.3k,1 022.3,#72
86.3k,,drop,,#VALUE!,,1 post reach,citation index,Настоящий Гладков303 860 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 022.3,#72,303 860
1 022.3,,drop,,#VALUE!,,citation index,Настоящий Гладков303 860 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#72,303 860,274.7k
#72,,drop,,#VALUE!,,Настоящий Гладков303 860 subscribersPolitics,subscribers,1 post reach
Настоящий Гладков303 860 subscribersPolitics,https://tgstat.ru/en/channel/@vvgladkov/stat,https://tgstat.ru/en/channel/,vvgladkov/stat,vvgladkov,stat,303 860,274.7k,1 021.5
303 860,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,274.7k,1 021.5,#73
274.7k,,drop,,#VALUE!,,1 post reach,citation index,Колезев ☮️48 304 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 021.5,#73,48 304
1 021.5,,drop,,#VALUE!,,citation index,Колезев ☮️48 304 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#73,48 304,30.7k
#73,,drop,,#VALUE!,,Колезев ☮️48 304 subscribersPolitics,subscribers,1 post reach
Колезев ☮️48 304 subscribersPolitics,https://tgstat.ru/en/channel/@kolezev/stat,https://tgstat.ru/en/channel/,kolezev/stat,kolezev,stat,48 304,30.7k,1 008.6
48 304,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,30.7k,1 008.6,#74
30.7k,,drop,,#VALUE!,,1 post reach,citation index,16 негритят79 974 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 008.6,#74,79 974
1 008.6,,drop,,#VALUE!,,citation index,16 негритят79 974 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#74,79 974,7.9k
#74,,drop,,#VALUE!,,16 негритят79 974 subscribersPolitics,subscribers,1 post reach
16 негритят79 974 subscribersPolitics,https://tgstat.ru/en/channel/@Gubery/stat,https://tgstat.ru/en/channel/,Gubery/stat,Gubery,stat,79 974,7.9k,998.4
79 974,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,7.9k,998.4,#75
7.9k,,drop,,#VALUE!,,1 post reach,citation index,Грамоты Ярослава 🇷🇺52 167 subscribersPolitics
1 post reach,,drop,,#VALUE!,,998.4,#75,52 167
998.4,,drop,,#VALUE!,,citation index,Грамоты Ярослава 🇷🇺52 167 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#75,52 167,21.3k
#75,,drop,,#VALUE!,,Грамоты Ярослава 🇷🇺52 167 subscribersPolitics,subscribers,1 post reach
Грамоты Ярослава 🇷🇺52 167 subscribersPolitics,https://tgstat.ru/en/channel/@gramotyyaroslava/stat,https://tgstat.ru/en/channel/,gramotyyaroslava/stat,gramotyyaroslava,stat,52 167,21.3k,990.4
52 167,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,21.3k,990.4,#76
21.3k,,drop,,#VALUE!,,1 post reach,citation index,Жизнь насекомых107 265 subscribersPolitics
1 post reach,,drop,,#VALUE!,,990.4,#76,107 265
990.4,,drop,,#VALUE!,,citation index,Жизнь насекомых107 265 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#76,107 265,49.3k
#76,,drop,,#VALUE!,,Жизнь насекомых107 265 subscribersPolitics,subscribers,1 post reach
Жизнь насекомых107 265 subscribersPolitics,https://tgstat.ru/en/channel/@insect_life/stat,https://tgstat.ru/en/channel/,insect_life/stat,insect_life,stat,107 265,49.3k,979
107 265,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,49.3k,979,#77
49.3k,,drop,,#VALUE!,,1 post reach,citation index,МЕЖДУНАРОДНЫЙ ФАН30 476 subscribersPolitics
1 post reach,,drop,,#VALUE!,,979,#77,30 476
979,,drop,,#VALUE!,,citation index,МЕЖДУНАРОДНЫЙ ФАН30 476 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#77,30 476,21.8k
#77,,drop,,#VALUE!,,МЕЖДУНАРОДНЫЙ ФАН30 476 subscribersPolitics,subscribers,1 post reach
МЕЖДУНАРОДНЫЙ ФАН30 476 subscribersPolitics,https://tgstat.ru/en/channel/@riafan_everywhere/stat,https://tgstat.ru/en/channel/,riafan_everywhere/stat,riafan_everywhere,stat,30 476,21.8k,972.4
30 476,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,21.8k,972.4,#78
21.8k,,drop,,#VALUE!,,1 post reach,citation index,🇷🇺Движение Zорок Zороков🕊63 769 subscribersPolitics
1 post reach,,drop,,#VALUE!,,972.4,#78,63 769
972.4,,drop,,#VALUE!,,citation index,🇷🇺Движение Zорок Zороков🕊63 769 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#78,63 769,22.5k
#78,,drop,,#VALUE!,,🇷🇺Движение Zорок Zороков🕊63 769 subscribersPolitics,subscribers,1 post reach
🇷🇺Движение Zорок Zороков🕊63 769 subscribersPolitics,https://tgstat.ru/en/channel/@sorok40russia/stat,https://tgstat.ru/en/channel/,sorok40russia/stat,sorok40russia,stat,63 769,22.5k,960.2
63 769,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,22.5k,960.2,#79
22.5k,,drop,,#VALUE!,,1 post reach,citation index,историк-алкоголик43 603 subscribersPolitics
1 post reach,,drop,,#VALUE!,,960.2,#79,43 603
960.2,,drop,,#VALUE!,,citation index,историк-алкоголик43 603 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#79,43 603,53.7k
#79,,drop,,#VALUE!,,историк-алкоголик43 603 subscribersPolitics,subscribers,1 post reach
историк-алкоголик43 603 subscribersPolitics,https://tgstat.ru/en/channel/@istrkalkglk/stat,https://tgstat.ru/en/channel/,istrkalkglk/stat,istrkalkglk,stat,43 603,53.7k,959.8
43 603,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,53.7k,959.8,#80
53.7k,,drop,,#VALUE!,,1 post reach,citation index,Дабл Ять232 554 subscribersPolitics
1 post reach,,drop,,#VALUE!,,959.8,#80,232 554
959.8,,drop,,#VALUE!,,citation index,Дабл Ять232 554 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#80,232 554,86.2k
#80,,drop,,#VALUE!,,Дабл Ять232 554 subscribersPolitics,subscribers,1 post reach
Дабл Ять232 554 subscribersPolitics,https://tgstat.ru/en/channel/@otsuka_bld/stat,https://tgstat.ru/en/channel/,otsuka_bld/stat,otsuka_bld,stat,232 554,86.2k,956.6
232 554,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,86.2k,956.6,#81
86.2k,,drop,,#VALUE!,,1 post reach,citation index,Временное Правительство47 470 subscribersPolitics
1 post reach,,drop,,#VALUE!,,956.6,#81,47 470
956.6,,drop,,#VALUE!,,citation index,Временное Правительство47 470 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#81,47 470,20k
#81,,drop,,#VALUE!,,Временное Правительство47 470 subscribersPolitics,subscribers,1 post reach
Временное Правительство47 470 subscribersPolitics,https://tgstat.ru/en/channel/@oreshkins/stat,https://tgstat.ru/en/channel/,oreshkins/stat,oreshkins,stat,47 470,20k,955
47 470,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,20k,955,#82
20k,,drop,,#VALUE!,,1 post reach,citation index,Военкор Астрахань44 939 subscribersPolitics
1 post reach,,drop,,#VALUE!,,955,#82,44 939
955,,drop,,#VALUE!,,citation index,Военкор Астрахань44 939 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#82,44 939,23k
#82,,drop,,#VALUE!,,Военкор Астрахань44 939 subscribersPolitics,subscribers,1 post reach
Военкор Астрахань44 939 subscribersPolitics,https://tgstat.ru/en/channel/@astrahandm/stat,https://tgstat.ru/en/channel/,astrahandm/stat,astrahandm,stat,44 939,23k,948.4
44 939,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,23k,948.4,#83
23k,,drop,,#VALUE!,,1 post reach,citation index,Русское будущее21 438 subscribersPolitics
1 post reach,,drop,,#VALUE!,,948.4,#83,21 438
948.4,,drop,,#VALUE!,,citation index,Русское будущее21 438 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#83,21 438,17.8k
#83,,drop,,#VALUE!,,Русское будущее21 438 subscribersPolitics,subscribers,1 post reach
Русское будущее21 438 subscribersPolitics,https://tgstat.ru/en/channel/@russianfuture/stat,https://tgstat.ru/en/channel/,russianfuture/stat,russianfuture,stat,21 438,17.8k,935.3
21 438,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,17.8k,935.3,#84
17.8k,,drop,,#VALUE!,,1 post reach,citation index,Abbas Djuma29 915 subscribersPolitics
1 post reach,,drop,,#VALUE!,,935.3,#84,29 915
935.3,,drop,,#VALUE!,,citation index,Abbas Djuma29 915 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#84,29 915,15.5k
#84,,drop,,#VALUE!,,Abbas Djuma29 915 subscribersPolitics,subscribers,1 post reach
Abbas Djuma29 915 subscribersPolitics,https://tgstat.ru/en/channel/@Abbasdjuma/stat,https://tgstat.ru/en/channel/,Abbasdjuma/stat,Abbasdjuma,stat,29 915,15.5k,930.3
29 915,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,15.5k,930.3,#85
15.5k,,drop,,#VALUE!,,1 post reach,citation index,Мастер пера19 918 subscribersPolitics
1 post reach,,drop,,#VALUE!,,930.3,#85,19 918
930.3,,drop,,#VALUE!,,citation index,Мастер пера19 918 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#85,19 918,17.8k
#85,,drop,,#VALUE!,,Мастер пера19 918 subscribersPolitics,subscribers,1 post reach
Мастер пера19 918 subscribersPolitics,https://tgstat.ru/en/channel/@master_pera/stat,https://tgstat.ru/en/channel/,master_pera/stat,master_pera,stat,19 918,17.8k,925
19 918,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,17.8k,925,#86
17.8k,,drop,,#VALUE!,,1 post reach,citation index,Мария Бутина45 263 subscribersPolitics
1 post reach,,drop,,#VALUE!,,925,#86,45 263
925,,drop,,#VALUE!,,citation index,Мария Бутина45 263 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#86,45 263,30.4k
#86,,drop,,#VALUE!,,Мария Бутина45 263 subscribersPolitics,subscribers,1 post reach
Мария Бутина45 263 subscribersPolitics,https://tgstat.ru/en/channel/@mariabutina/stat,https://tgstat.ru/en/channel/,mariabutina/stat,mariabutina,stat,45 263,30.4k,912.6
45 263,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,30.4k,912.6,#87
30.4k,,drop,,#VALUE!,,1 post reach,citation index,Ekvinokurova8 195 subscribersPolitics
1 post reach,,drop,,#VALUE!,,912.6,#87,8 195
912.6,,drop,,#VALUE!,,citation index,Ekvinokurova8 195 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#87,8 195,4.1k
#87,,drop,,#VALUE!,,Ekvinokurova8 195 subscribersPolitics,subscribers,1 post reach
Ekvinokurova8 195 subscribersPolitics,https://tgstat.ru/en/channel/@ekvinokurova/stat,https://tgstat.ru/en/channel/,ekvinokurova/stat,ekvinokurova,stat,8 195,4.1k,906.6
8 195,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,4.1k,906.6,#88
4.1k,,drop,,#VALUE!,,1 post reach,citation index,Выборный73 471 subscribersPolitics
1 post reach,,drop,,#VALUE!,,906.6,#88,73 471
906.6,,drop,,#VALUE!,,citation index,Выборный73 471 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#88,73 471,864
#88,,drop,,#VALUE!,,Выборный73 471 subscribersPolitics,subscribers,1 post reach
Выборный73 471 subscribersPolitics,https://tgstat.ru/en/channel/@vibornyk/stat,https://tgstat.ru/en/channel/,vibornyk/stat,vibornyk,stat,73 471,864,902.2
73 471,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,864,902.2,#89
864,,drop,,#VALUE!,,1 post reach,citation index,Марат Хуснуллин75 558 subscribersPolitics
1 post reach,,drop,,#VALUE!,,902.2,#89,75 558
902.2,,drop,,#VALUE!,,citation index,Марат Хуснуллин75 558 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#89,75 558,235.5k
#89,,drop,,#VALUE!,,Марат Хуснуллин75 558 subscribersPolitics,subscribers,1 post reach
Марат Хуснуллин75 558 subscribersPolitics,https://tgstat.ru/en/channel/@mkhusnullin/stat,https://tgstat.ru/en/channel/,mkhusnullin/stat,mkhusnullin,stat,75 558,235.5k,898
75 558,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,235.5k,898,#90
235.5k,,drop,,#VALUE!,,1 post reach,citation index,The Гращенков52 497 subscribersPolitics
1 post reach,,drop,,#VALUE!,,898,#90,52 497
898,,drop,,#VALUE!,,citation index,The Гращенков52 497 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#90,52 497,58.6k
#90,,drop,,#VALUE!,,The Гращенков52 497 subscribersPolitics,subscribers,1 post reach
The Гращенков52 497 subscribersPolitics,https://tgstat.ru/en/channel/@thegraschenkov/stat,https://tgstat.ru/en/channel/,thegraschenkov/stat,thegraschenkov,stat,52 497,58.6k,894.4
52 497,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,58.6k,894.4,#91
58.6k,,drop,,#VALUE!,,1 post reach,citation index,Акитилоп19 850 subscribersPolitics
1 post reach,,drop,,#VALUE!,,894.4,#91,19 850
894.4,,drop,,#VALUE!,,citation index,Акитилоп19 850 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#91,19 850,4.4k
#91,,drop,,#VALUE!,,Акитилоп19 850 subscribersPolitics,subscribers,1 post reach
Акитилоп19 850 subscribersPolitics,https://tgstat.ru/en/channel/@akitilop/stat,https://tgstat.ru/en/channel/,akitilop/stat,akitilop,stat,19 850,4.4k,889.9
19 850,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,4.4k,889.9,#92
4.4k,,drop,,#VALUE!,,1 post reach,citation index,Мадам Секретарь67 278 subscribersPolitics
1 post reach,,drop,,#VALUE!,,889.9,#92,67 278
889.9,,drop,,#VALUE!,,citation index,Мадам Секретарь67 278 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#92,67 278,9.3k
#92,,drop,,#VALUE!,,Мадам Секретарь67 278 subscribersPolitics,subscribers,1 post reach
Мадам Секретарь67 278 subscribersPolitics,https://tgstat.ru/en/channel/@madam_secretar/stat,https://tgstat.ru/en/channel/,madam_secretar/stat,madam_secretar,stat,67 278,9.3k,879.5
67 278,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,9.3k,879.5,#93
9.3k,,drop,,#VALUE!,,1 post reach,citation index,ДОКТОР СОСНОВСКИЙ124 879 subscribersPolitics
1 post reach,,drop,,#VALUE!,,879.5,#93,124 879
879.5,,drop,,#VALUE!,,citation index,ДОКТОР СОСНОВСКИЙ124 879 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#93,124 879,45.2k
#93,,drop,,#VALUE!,,ДОКТОР СОСНОВСКИЙ124 879 subscribersPolitics,subscribers,1 post reach
ДОКТОР СОСНОВСКИЙ124 879 subscribersPolitics,https://tgstat.ru/en/channel/@dr_alex_sosnowski/stat,https://tgstat.ru/en/channel/,dr_alex_sosnowski/stat,dr_alex_sosnowski,stat,124 879,45.2k,873.5
124 879,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,45.2k,873.5,#94
45.2k,,drop,,#VALUE!,,1 post reach,citation index,Расстрельный76 889 subscribersPolitics
1 post reach,,drop,,#VALUE!,,873.5,#94,76 889
873.5,,drop,,#VALUE!,,citation index,Расстрельный76 889 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#94,76 889,30k
#94,,drop,,#VALUE!,,Расстрельный76 889 subscribersPolitics,subscribers,1 post reach
Расстрельный76 889 subscribersPolitics,https://tgstat.ru/en/channel/@rasstrelny/stat,https://tgstat.ru/en/channel/,rasstrelny/stat,rasstrelny,stat,76 889,30k,872.3
76 889,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,30k,872.3,#95
30k,,drop,,#VALUE!,,1 post reach,citation index,Методичка63 679 subscribersPolitics
1 post reach,,drop,,#VALUE!,,872.3,#95,63 679
872.3,,drop,,#VALUE!,,citation index,Методичка63 679 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#95,63 679,26.5k
#95,,drop,,#VALUE!,,Методичка63 679 subscribersPolitics,subscribers,1 post reach
Методичка63 679 subscribersPolitics,https://tgstat.ru/en/channel/@metodi4ka/stat,https://tgstat.ru/en/channel/,metodi4ka/stat,metodi4ka,stat,63 679,26.5k,863.7
63 679,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,26.5k,863.7,#96
26.5k,,drop,,#VALUE!,,1 post reach,citation index,Роман Алехин72 919 subscribersPolitics
1 post reach,,drop,,#VALUE!,,863.7,#96,72 919
863.7,,drop,,#VALUE!,,citation index,Роман Алехин72 919 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#96,72 919,49.6k
#96,,drop,,#VALUE!,,Роман Алехин72 919 subscribersPolitics,subscribers,1 post reach
Роман Алехин72 919 subscribersPolitics,https://tgstat.ru/en/channel/@Alekhin_Telega/stat,https://tgstat.ru/en/channel/,Alekhin_Telega/stat,Alekhin_Telega,stat,72 919,49.6k,862.9
